please give me flights from atlanta to boston on wednesday morning and thursday afternoon 		 please give me flights from atlanta to boston on wednesday afternoon and thursday morning 		 Score: 0.9979
flights from jfk or la guardia to cleveland 		 flights from la guardia or jfk to cleveland 		 Score: 0.9915
i would like an early morning flight on june first from chicago into seattle on continental airlines 		 i would like an early morning flight from chicago into seattle on june first on continental airline 		 Score: 0.9915
list all takeoffs and landings at general mitchell international 		 list all the takeoffs and landings at general mitchell international 		 Score: 0.9914
show me all daily flights between milwaukee and orlando 		 show me all daily flights from milwaukee to orlando 		 Score: 0.9913
id like to fly from denver to atlanta with a stop in pittsburgh 		 id like to fly from denver to pittsburgh with a stop in atlanta 		 Score: 0.9911
i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first 		 i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first 		 Score: 0.9909
id like flights on american from philadelphia to dallas arriving before 1145 am 		 id like flights on american airlines from philadelphia to dallas arriving before 1145 am 		 Score: 0.9908
flights from newark to cleveland daily 5 oclock pm 		 flights from newark to cleveland 5 oclock pm daily 		 Score: 0.9903
give me the flights with the fares on december twenty seventh from indianapolis to orlando 		 give me the flights on december twenty seventh with the fares from indianapolis to orlando 		 Score: 0.9901
find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver 		 find a flight on american airlines from boston to san francisco that makes a stopover in denver 		 Score: 0.9895
what are the flights from las vegas to burbank on saturday may twenty two 		 what are the flights from las vegas to burbank also on saturday may twenty two 		 Score: 0.9893
what are the afternoon flights for denver to san francisco 		 what are the afternoon flights from denver to san francisco 		 Score: 0.9889
what first class flights are available from denver to baltimore on july twenty fifth 1991 		 what first class flights are available on july twenty fifth 1991 from denver to baltimore 		 Score: 0.9885
show me the flights from san diego to newark new jersey 		 show me the flights that go from san diego to newark new jersey 		 Score: 0.9885
i would like to fly from boston to denver early in the morning 		 i would like to travel from boston to denver early in the morning 		 Score: 0.9884
are there any flights from denver to pittsburgh with a stopover in atlanta 		 are there any flights from denver to pittsburgh with stops in atlanta 		 Score: 0.9883
i would like to book a flight from chicago into seattle on june first on continental airlines 		 i would like to book a flight on continental airlines from chicago to seattle on june first 		 Score: 0.9882
give me the flights and fares on december twenty seventh from indianapolis to orlando 		 give me the flights on december twenty seventh with the fares from indianapolis to orlando 		 Score: 0.9877
show me flights from washington dc to san francisco with a stopover in denver 		 show me the flights from washington dc to san francisco with a stopover in denver 		 Score: 0.9874
what flights are available on wednesday from atlanta to washington dc 		 what flights are available from atlanta to washington dc on wednesday 		 Score: 0.9872
what is the earliest flight from boston to washington 		 what is the earliest flight between boston and washington 		 Score: 0.9871
show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon 		 show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon 		 Score: 0.9871
give me the flights with the fares on december twenty seventh from indianapolis to orlando 		 give me the flights with the fares from indianapolis to orlando on december twenty seventh 		 Score: 0.9871
list all flights going from boston to atlanta before 7 am on thursday 		 list all flights going from boston to atlanta before 7 oclock am on thursday 		 Score: 0.9868
what is the cheapest flight from pittsburgh to atlanta one way 		 what is the cheapest flight from pittsburgh to atlanta 		 Score: 0.9862
is there a flight from baltimore to san francisco with a stop in denver on twa 		 is there a flight on twa from baltimore to san francisco with a stop in denver 		 Score: 0.9862
what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm 		 what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday 		 Score: 0.9862
okay i would like to fly from atlanta to philadelphia 		 i would like to fly from atlanta to philadelphia 		 Score: 0.9854
show me flights from pittsburgh to philadelphia 		 now show me flights from pittsburgh to philadelphia 		 Score: 0.9853
on april eighth i would like to book a flight from charlotte to baltimore 		 i would like to book a flight from charlotte to baltimore on april eighth 		 Score: 0.9853
show me all the us air flights to pittsburgh between 12 and 4 in the afternoon 		 show me all the us air flights leaving pittsburgh between 12 and 4 in the afternoon 		 Score: 0.9853
i would like to book an early morning flight from tampa to charlotte on april sixth 		 on april sixth i would like to book an early morning flight from tampa to charlotte 		 Score: 0.9852
show me flights from baltimore to philadelphia 		 show me the flights from baltimore to philadelphia 		 Score: 0.9848
show me the flights from philadelphia to baltimore 		 show me flights from philadelphia to baltimore 		 Score: 0.9847
what northwest airline flights leave denver before noon 		 what northwest flights leave denver before noon 		 Score: 0.9846
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday 		 list all nonstop flights from los angeles to pittsburgh which arrive before 5 pm on tuesday 		 Score: 0.9843
list flights from denver to baltimore 		 list the flights from denver to baltimore 		 Score: 0.9840
id like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth 		 id like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth 		 Score: 0.9839
give me the flights and fares on december twenty seventh from indianapolis to orlando 		 give me the flights with the fares from indianapolis to orlando on december twenty seventh 		 Score: 0.9839
show me flights from atlanta to baltimore 		 show me the flights from atlanta to baltimore 		 Score: 0.9839
what northwest airlines flights leave denver before noon 		 what northwest flights leave denver before noon 		 Score: 0.9838
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm 		 find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm 		 Score: 0.9837
flights between new york and miami 		 flights from new york to miami 		 Score: 0.9837
show flights from denver into san francisco 		 show flights from denver to san francisco 		 Score: 0.9836
where does canadian airlines international fly 		 where does canadian airlines international fly to 		 Score: 0.9836
phoenix to newark wednesday 		 phoenix to newark on wednesday 		 Score: 0.9835
show me flights from pittsburgh to san francisco 		 show me the flights from pittsburgh to san francisco 		 Score: 0.9834
show me flights from pittsburgh to philadelphia 		 show me the flights from pittsburgh to philadelphia 		 Score: 0.9834
are there any flights from boston to san francisco which stop in denver 		 are there any flights from boston to san francisco stopping in denver 		 Score: 0.9833
give me the flights with the fares from indianapolis to orlando on december twenty seventh 		 give me the flights on december twenty seventh with the fares from indianapolis to orlando 		 Score: 0.9831
i need a flight from san francisco to pittsburgh from pittsburgh to new york and then new york to san francisco 		 i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco 		 Score: 0.9828
show me the flights from baltimore to boston 		 show me flights from baltimore to boston 		 Score: 0.9828
flights from milwaukee to orlando one way 		 flights between milwaukee and orlando one way 		 Score: 0.9828
show me all flights from pittsburgh to san francisco 		 show me all flights from san francisco to pittsburgh 		 Score: 0.9827
show me flights from denver to philadelphia 		 show me the flights from denver to philadelphia 		 Score: 0.9827
what flights are there from memphis to las vegas 		 what flights are from memphis to las vegas 		 Score: 0.9826
list all flights arriving at general mitchell international 		 list all the arriving flights at general mitchell international 		 Score: 0.9826
show me flights from milwaukee to orlando on wednesday evening or thursday mornings 		 show me flights from milwaukee to orlando on wednesday night or thursday morning 		 Score: 0.9825
what flights are there from new york to las vegas 		 what flights are there from new york city to las vegas 		 Score: 0.9824
list the flights from philadelphia to san francisco via dallas 		 list flights from philadelphia to san francisco via dallas 		 Score: 0.9824
show me the flights from baltimore to dallas 		 show me flights from baltimore to dallas 		 Score: 0.9820
find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop 		 find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop 		 Score: 0.9819
show me the flights from dallas to baltimore 		 show me flights from dallas to baltimore 		 Score: 0.9817
list all flights arriving at general mitchell international 		 list all flights arriving and departing at general mitchell international 		 Score: 0.9816
can you show me the flights from baltimore to dallas 		 can you show me flights from baltimore to dallas 		 Score: 0.9815
please show me flights from dallas fort worth to atlanta on monday 		 please show me flights from dallas to atlanta on monday 		 Score: 0.9815
show me the flights from dallas to atlanta 		 show me flights from dallas to atlanta 		 Score: 0.9815
also show me flights from san francisco to pittsburgh on tuesday 		 show me the flights from san francisco to pittsburgh on tuesday 		 Score: 0.9815
show me flights from denver to atlanta 		 show me the flights from denver to atlanta 		 Score: 0.9813
i want to fly from boston to san francisco 		 i would like to fly from boston to san francisco 		 Score: 0.9813
show me all flights from san francisco to boston philadelphia or baltimore 		 show me all flights from san francisco that go to boston baltimore or philadelphia 		 Score: 0.9811
what is your last trip on august twenty seventh from washington to boston 		 what is your last trip from washington to boston on august twenty seventh 		 Score: 0.9810
list the earliest flight from st paul to san jose 		 list the earliest flights from st paul to san jose 		 Score: 0.9810
show me the flights from philadelphia to dallas with a stop in atlanta 		 show me the flights from philadelphia to dallas that stop in atlanta 		 Score: 0.9809
please list the cheapest flight from dallas to baltimore arriving on may seventh 		 please list the cheapest flights from dallas to baltimore arriving on may seventh 		 Score: 0.9808
i want to fly from boston to baltimore 		 i would like to fly from boston to baltimore 		 Score: 0.9807
show me the flights from boston to denver 		 show me flights from boston to denver 		 Score: 0.9806
show me the flights that go from san diego to newark by way of houston 		 show me the flights that go from san diego to newark new jersey by way of houston 		 Score: 0.9806
i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am 		 i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday 		 Score: 0.9805
what flights depart baltimore on friday and arrive in san francisco by 8 pm 		 what flights depart baltimore and arrive by 8 pm friday in san francisco 		 Score: 0.9804
american flights from cincinnati to houston 		 american flights to houston from cincinnati 		 Score: 0.9804
what are the cheapest one way flights from denver to atlanta 		 what are the cheapest round trip flights from denver to atlanta 		 Score: 0.9803
which united airlines flights go through denver 		 what united airlines flights go through denver 		 Score: 0.9802
show me the flight from detroit to westchester county with the highest one way fare 		 show me the one way flight from detroit to westchester county with the highest fare 		 Score: 0.9800
i need a flight from pittsburgh to new york departing after 5 pm 		 i need a flight from pittsburgh to new york leaving at 5 pm 		 Score: 0.9798
show me all flights that depart from san francisco and go to either boston philadelphia or baltimore 		 show me all flights from san francisco that go to boston baltimore or philadelphia 		 Score: 0.9797
show me flights from boston to san francisco 		 show me the flights from boston to san francisco 		 Score: 0.9797
show me the flights going from pittsburgh to san francisco on monday 		 show me flights from pittsburgh to san francisco on monday 		 Score: 0.9796
what is the most expensive flight from boston to dallas round trip 		 what is the most expensive flight from boston to dallas 		 Score: 0.9796
do you have a flight from atlanta to boston 		 all right do you have a flight from atlanta to boston 		 Score: 0.9795
daily flights from newark to cleveland departing 5 oclock pm 		 flights from newark to cleveland daily 5 oclock pm 		 Score: 0.9791
could you please tell me the cheapest flight from boston to san francisco 		 can you tell me the cheapest flight between boston and san francisco 		 Score: 0.9789
show me the flights on delta to atlanta in the morning 		 show me the flights on delta from atlanta in the morning 		 Score: 0.9789
list all daily flights between boston and oakland and between oakland and boston using delta airlines 		 list all daily flights between boston and oakland using delta airlines 		 Score: 0.9789
all flights from boston to washington dc on november tenth 		 all flights from boston to washington dc on the tenth of november 		 Score: 0.9788
what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles 		 what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday 		 Score: 0.9786
i need a flight from atlanta to charlotte north carolina next monday 		 i need to fly from atlanta to charlotte north carolina next monday 		 Score: 0.9785
i want a flight from boston to atlanta 		 i would like a flight from boston to atlanta 		 Score: 0.9784
show all flights from pittsburgh to oakland 		 show all connecting flights from pittsburgh to oakland 		 Score: 0.9783
show me all flights from phoenix to milwaukee on wednesday 		 show me all flights from phoenix to milwaukee next wednesday 		 Score: 0.9782
what are the cheapest flights from pittsburgh to atlanta 		 what are the cheapest one way flights from pittsburgh to atlanta 		 Score: 0.9781
what is the latest flight from washington dc to denver 		 what is the latest flight leaving washington for denver 		 Score: 0.9775
i want to fly boston to san francisco 		 i want to fly from boston to san francisco 		 Score: 0.9774
i would like to book an early morning flight from tampa to charlotte on april sixth 		 i would like to book an early morning flight from tampa florida to charlotte north carolina on april sixth 		 Score: 0.9774
please list all the takeoffs and landings for general mitchell international 		 list all the takeoffs and landings at general mitchell international 		 Score: 0.9773
list all flights arriving at general mitchell international 		 list all the flights that arrive at general mitchell international 		 Score: 0.9773
now show me flights from pittsburgh to philadelphia 		 show me the flights from pittsburgh to philadelphia 		 Score: 0.9771
daily flights from newark to cleveland departing 5 oclock pm 		 flights from newark to cleveland 5 oclock pm daily 		 Score: 0.9771
i want to fly from atlanta to philadelphia 		 i would like to fly from atlanta to philadelphia 		 Score: 0.9770
i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december 		 i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december 		 Score: 0.9770
what is the earliest flight leaving washington to san francisco 		 what is the earliest flight from washington to san francisco 		 Score: 0.9770
show me the southwest airlines flights from san diego to san francisco 		 show me the flights from san diego to san francisco on southwest airlines 		 Score: 0.9769
show me the flights from boston to pittsburgh on wednesdays and thursdays 		 show me the flights from boston to pittsburgh leaving wednesdays and thursdays 		 Score: 0.9769
show me the flights from philadelphia to atlanta 		 show me the flights from philadelphia to atlanta georgia 		 Score: 0.9768
list daily flights from oakland to boston using continental airlines 		 list daily flights from boston to oakland using continental airlines 		 Score: 0.9763
give me all nonstops from new york city to las vegas that arrive on a sunday 		 give me all nonstops from new york to vegas that arrive on a sunday 		 Score: 0.9762
list all takeoffs and landings at general mitchell international 		 please list all the takeoffs and landings for general mitchell international 		 Score: 0.9761
show me the flights from boston to pittsburgh on wednesdays and thursdays 		 show me the flights from boston to pittsburgh on wednesday and thursday 		 Score: 0.9761
what is the earliest flight that goes from atlanta to washington on thursday 		 what is the earliest flight on thursday from atlanta to washington dc 		 Score: 0.9761
show me flights from denver to washington dc wednesday 		 show me flights from denver to washington dc on a wednesday 		 Score: 0.9759
what is the cheapest flight from atlanta to pittsburgh one way 		 what is the cheapest round trip flight from atlanta to pittsburgh 		 Score: 0.9759
show me the flights from denver that go to pittsburgh and then atlanta 		 show me the flights from denver to pittsburgh and atlanta 		 Score: 0.9758
what is the earliest flight in the morning leaving boston for baltimore 		 what is the earliest flight in the morning to arrive in baltimore from boston 		 Score: 0.9758
list all the flights that depart from general mitchell international 		 list all the flights that arrive at general mitchell international 		 Score: 0.9757
give me flights from chicago to seattle on saturday morning 		 give me the flights from chicago to seattle on saturday morning 		 Score: 0.9757
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday 		 list all nonstop flights from la to pittsburgh before 5 pm on tuesday 		 Score: 0.9757
list all flights going from boston to atlanta on wednesday after 6 oclock pm on wednesday 		 list all flights going from boston to atlanta after 6 oclock pm on wednesday 		 Score: 0.9756
list the takeoffs and landings at general mitchell international 		 list all the takeoffs and landings at general mitchell international 		 Score: 0.9756
is there a delta flight from boston to denver 		 is there a flight on delta airlines from boston to denver 		 Score: 0.9755
what flights leave denver before noon on northwest airlines 		 what northwest airlines flights leave denver before noon 		 Score: 0.9755
flights from kansas city to cleveland on wednesday arriving before 5 pm 		 flights from kansas city to cleveland on wednesday before 5 pm 		 Score: 0.9753
whatre the cheapest nonstop flights from new york to miami one way 		 whatre the cheapest flights from new york to miami 		 Score: 0.9752
i would like to see the flights from denver to philadelphia 		 i would like to see flights from denver to philadelphia 		 Score: 0.9752
i need to go from boston to atlanta in the same day find me the earliest flight from boston 		 i need to go from boston to atlanta and back in the same day find me the earliest flight from boston 		 Score: 0.9752
i would like to travel from denver to pittsburgh 		 i would like to fly from denver to pittsburgh 		 Score: 0.9750
what is the cheapest round trip flight from denver to atlanta 		 what are the cheapest round trip flights from denver to atlanta 		 Score: 0.9749
show me the flights from boston to pittsburgh on wednesday and thursday 		 show me the flights from boston to pittsburgh on wednesday or thursday 		 Score: 0.9746
what flights from washington to toronto 		 what flights from washington dc to toronto 		 Score: 0.9745
show me the flights on twa from atlanta in the morning 		 show me the flights on twa to atlanta in the morning 		 Score: 0.9744
find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day 		 find me the earliest flight from boston to atlanta and the latest return to boston on the same day 		 Score: 0.9742
give me the continental flights from chicago to seattle on saturday morning 		 give me the flights from chicago to seattle on saturday morning 		 Score: 0.9741
what are the flights from milwaukee to orlando on wednesday 		 what are the flights from milwaukee to orlando on wednesday night 		 Score: 0.9740
list all flights on continental departing on monday before noon from denver to chicago 		 list all flights on continental leaving denver and arriving at chicago on monday before noon 		 Score: 0.9740
list all the arriving flights at general mitchell international 		 list all the flights that arrive at general mitchell international 		 Score: 0.9739
list flights from san francisco to pittsburgh 		 list flights from pittsburgh to san francisco 		 Score: 0.9737
what are the cheapest one way flights from atlanta to pittsburgh 		 what are the cheapest one way flights from pittsburgh to atlanta 		 Score: 0.9736
is there a round trip flight from baltimore to denver connecting in dallas 		 is there a round trip flight from baltimore to dallas connecting in denver 		 Score: 0.9735
flights from baltimore to washington dc 		 flights between baltimore and washington dc 		 Score: 0.9733
what is the earliest flight from boston to atlanta 		 what is the earliest flight leaving from boston going to atlanta 		 Score: 0.9733
show me the flights from san diego to newark 		 show me the flights from san diego to newark new jersey 		 Score: 0.9732
now show me the flights from denver to atlanta 		 show me flights from denver to atlanta 		 Score: 0.9732
wednesday morning flights between baltimore and newark 		 wednesday morning flights between baltimore and newark new jersey 		 Score: 0.9728
is there a flight between san francisco and boston with a stopover in dallas fort worth 		 is there a flight from boston to san francisco making a stopover in dallas fort worth 		 Score: 0.9728
i need a flight from san diego to indianapolis leaving in the afternoon on tuesday 		 i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday 		 Score: 0.9728
is there a flight between san francisco and boston with a stopover at dallas fort worth 		 is there a flight from boston to san francisco making a stopover in dallas fort worth 		 Score: 0.9727
list all flights on united from san francisco to boston with fare code qx 		 list all united flights from boston to san francisco with fare code qx 		 Score: 0.9727
please give me flights from atlanta to boston on wednesday morning and thursday afternoon 		 please give me flights from atlanta to boston on wednesday and thursday 		 Score: 0.9725
show me the flights from atlanta to boston 		 show me the us air flights from atlanta to boston 		 Score: 0.9723
i want to fly boston to dallas 		 i want to fly from boston to dallas 		 Score: 0.9722
give me the flights and fares on december twenty seventh from indianapolis to orlando 		 give me the flights and fares on december twenty seventh from orlando to indianapolis 		 Score: 0.9722
what flights are there from atlanta to baltimore 		 what are the flights from atlanta to baltimore 		 Score: 0.9722
a first class flight on american to san francisco on tuesday in the next week 		 a first class flight on american to san francisco on the coming tuesday 		 Score: 0.9720
when is the earliest flight from boston to denver 		 what is the earliest flight from boston to denver 		 Score: 0.9720
what flights are there from los angeles to pittsburgh 		 what flights are there from pittsburgh to los angeles 		 Score: 0.9719
list round trip flights from orlando to kansas city 		 list all round trip flights from orlando to kansas city 		 Score: 0.9718
are there any flights from denver to atlanta which connect in pittsburgh 		 are there any flights from denver to atlanta with stops in pittsburgh 		 Score: 0.9718
i need a flight to atlanta this afternoon 		 i need a flight from logan to atlanta this afternoon 		 Score: 0.9718
i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm 		 i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening 		 Score: 0.9717
show me what flights are available from baltimore to dallas with economy fares 		 show me all the available flights from baltimore to dallas with economy fares 		 Score: 0.9716
show the flights from denver to san francisco 		 show flights from denver to san francisco 		 Score: 0.9715
please give me flights from atlanta to boston on wednesday and thursday 		 please give me flights from atlanta to boston on wednesday afternoon and thursday morning 		 Score: 0.9714
what are the flights from boston to atlanta 		 what flights go from boston to atlanta 		 Score: 0.9714
list all flights from boston to atlanta after 6 oclock pm on wednesday 		 list all flights going from boston to atlanta on wednesday after 6 oclock pm on wednesday 		 Score: 0.9714
what is the cheapest flight from denver to oakland 		 what is the cheapest way to fly from denver to oakland 		 Score: 0.9713
i need to fly from boston to denver on to san francisco and back 		 i need to fly from boston to denver and then to san francisco and back to boston 		 Score: 0.9711
what are the flights from pittsburgh to baltimore 		 what are your flights from pittsburgh to baltimore 		 Score: 0.9711
please show me flights from san francisco to dallas 		 show me flights from san francisco to dallas please 		 Score: 0.9711
what northwest airline flights leave denver before noon 		 what flights leave denver before noon on northwest airlines 		 Score: 0.9711
what are all flights from pittsburgh to boston on wednesdays 		 what are all flights from boston to pittsburgh on wednesdays 		 Score: 0.9709
what are your flights from dallas to baltimore 		 what are the flights from dallas to baltimore 		 Score: 0.9707
what flights from phoenix to las vegas on saturday 		 what flights from las vegas to phoenix on saturday 		 Score: 0.9705
list flights from denver to baltimore 		 list daily flights from denver to baltimore 		 Score: 0.9704
show me all the flights between oakland and denver 		 also show me all flights from oakland to denver 		 Score: 0.9703
what are the flights from pittsburgh to denver 		 what are the flights from denver to pittsburgh 		 Score: 0.9703
hello i would like to plan a flight on american airlines from boston to denver 		 i would like to plan a flight on american airlines from boston to denver 		 Score: 0.9702
i want to leave boston at 838 and arrive in denver at 1110 in the morning 		 i want to fly from boston at 838 am and arrive in denver at 1110 in the morning 		 Score: 0.9701
give me the list of flights for continental between denver and boston 		 give me the list of flights for continental airlines between boston and denver 		 Score: 0.9701
what are the flights from new york city to las vegas 		 what flights are there from new york city to las vegas 		 Score: 0.9700
show me the flights from san diego to newark by way of houston 		 show me the flights that go from san diego to newark new jersey by way of houston 		 Score: 0.9700
show all flights between san francisco and philadelphia for september fifteenth 		 show me all flights between san francisco and philadelphia for september fifteenth 		 Score: 0.9700
list daily flights from oakland to boston using twa 		 list daily flights from boston to oakland using twa 		 Score: 0.9699
on april sixth i would like to book an early morning flight from tampa to charlotte 		 i would like to book an early morning flight from tampa florida to charlotte north carolina on april sixth 		 Score: 0.9698
show me flights from denver to washington dc on a wednesday 		 show me flights from denver to washington dc on wednesdays 		 Score: 0.9697
show me all the flights to baltimore from denver or philadelphia or pittsburgh 		 show me all flights from denver or philadelphia or pittsburgh to baltimore 		 Score: 0.9696
show me the flights from all airports to love field 		 show me flights from all airports to love field 		 Score: 0.9696
i want a flight from philadelphia to dallas with a stop in atlanta 		 i would like a flight from philadelphia to dallas that makes a stop in atlanta 		 Score: 0.9693
all flights from pittsburgh to philadelphia that arrive at 6 oclock next tuesday 		 all flights from pittsburgh to philadelphia next tuesday arriving near 6 oclock 		 Score: 0.9693
flights from dc to denver 		 flights from washington dc to denver 		 Score: 0.9692
what are the cheapest flights from pittsburgh to atlanta 		 what is the cheapest flight from pittsburgh to atlanta 		 Score: 0.9692
show me flights from pittsburgh to atlanta on monday afternoon 		 show me flights from pittsburgh to atlanta on monday morning 		 Score: 0.9692
list the american airlines flights from dallas to san francisco 		 list the flights from dallas to san francisco on american airlines 		 Score: 0.9691
list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday 		 list nonstop flights on sunday from new york to las vegas and list nonstop flights on sunday from memphis to las vegas 		 Score: 0.9691
show me all nationair flights from toronto 		 show me all the flights from toronto on nationair 		 Score: 0.9691
what flights are available from boston to denver 		 what flights are available from boston to denver today 		 Score: 0.9690
are there any flights from denver to pittsburgh connecting in atlanta 		 are there any flights from denver to pittsburgh with stops in atlanta 		 Score: 0.9689
list all the flights that arrive at general mitchell international 		 list all flights arriving and departing at general mitchell international 		 Score: 0.9689
i need a flight on air canada from toronto to san diego with a layover in dc 		 i need a flight from toronto to san diego with a layover in washington dc on air canada 		 Score: 0.9689
find the earliest flight from boston to san francisco that serves a meal 		 what is the earliest flight from boston to san francisco that serves a meal 		 Score: 0.9687
i would like a flight from denver to pittsburgh 		 i would like to fly from denver to pittsburgh 		 Score: 0.9687
show me all daily flights from milwaukee to orlando 		 show me all flights from milwaukee to orlando 		 Score: 0.9686
show me flights from baltimore to dallas 		 show me flights leaving from baltimore to dallas 		 Score: 0.9686
id like to see the flights from pittsburgh to philadelphia 		 id like to see flights from pittsburgh to philadelphia 		 Score: 0.9686
what are all the flights into atlantas airport 		 what are all of the flights into and out of atlantas airport 		 Score: 0.9684
i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please 		 i need a flight from atlanta to baltimore nonstop arriving at 7 pm please 		 Score: 0.9683
flight from washington dc to salt lake city 		 flight from dc to salt lake city 		 Score: 0.9683
please list all the arriving and departing flights from general mitchell international 		 list all flights arriving and departing at general mitchell international 		 Score: 0.9681
list all flights arriving at general mitchell international 		 list all flights at general mitchell international 		 Score: 0.9680
list all flights from boston to san francisco with more than 3 stops 		 list all flights from boston to san francisco with at least 3 stops 		 Score: 0.9679
can you show me the flights from dallas to baltimore with economy fares 		 can you show me the available flights from baltimore to dallas with economy fares 		 Score: 0.9678
i would like to see the flights from baltimore to philadelphia please 		 i would like to see the flights from baltimore to philadelphia 		 Score: 0.9677
i would like a nonstop flight from new york to las vegas on march second 		 i would like a nonstop flight from jfk to las vegas on march second 		 Score: 0.9675
list the takeoffs and landings at general mitchell international 		 list all takeoffs and landings at general mitchell international 		 Score: 0.9675
can you list all flights between milwaukee and chicago 		 can you list all flights from chicago to milwaukee 		 Score: 0.9673
i would like to fly from boston to atlanta 		 i would like a flight from boston to atlanta 		 Score: 0.9673
what are the flights from boston to orlando 		 what flights go from boston to orlando 		 Score: 0.9672
i would like to fly from boston to baltimore in the afternoon what flights are there 		 i would like to fly from boston to baltimore what time are the flights in the afternoon 		 Score: 0.9672
i am interested in booking an early flight from dallas into houston and returning in the late evening 		 i am interested in booking an early morning flight from dallas into houston and returning in the late evening 		 Score: 0.9672
show me flights leaving from dallas to baltimore 		 show me flights from dallas to baltimore 		 Score: 0.9672
all northwest flights with stopovers in denver 		 all northwest and united airlines flights with stopovers in denver 		 Score: 0.9672
